out_name,units,long_name,standard_name,priority,comment,frequency,cell_methods,modeling_realm,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs
wsgsmax,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,day,area: mean time: maximum,atmos,area: areacella,longitude latitude height10m time,real,,,,,
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,mon,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,day,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,6hr,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,mon,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,day,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,6hr,area: time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
z0,m,Surface Roughness Length,surface_roughness_length,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
z0,m,Surface Roughness Length,surface_roughness_length,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cape,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cape,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cape,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude time1,real,,,,,
li,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
li,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
li,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude time1,real,,,,,
cin,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cin,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cin,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,1hr,area: mean time: point,atmos,area: areacella,longitude latitude time1,real,,,,,
capemax,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,mon,area: mean time: maximum,atmos,area: areacella,longitude latitude time,real,,,,,
capemax,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,day,area: mean time: maximum,atmos,area: areacella,longitude latitude time,real,,,,,
limax,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,mon,area: mean time: maximum,atmos,area: areacella,longitude latitude time,real,,,,,
limax,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,day,area: mean time: maximum,atmos,area: areacella,longitude latitude time,real,,,,,
cinmax,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,mon,area: mean time: maximum,atmos,area: areacella,longitude latitude time,real,,,,,
cinmax,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,day,area: mean time: maximum,atmos,area: areacella,longitude latitude time,real,,,,,
od550aer,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,TIER2,"long_name fixed, 2022.09.22  https://github.com/WCRP-CORDEX/cordex-cmip6-data-request/issues/6",mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p150 time1,real,,,,,
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p100 time1,real,,,,,
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p70 time1,real,,,,,
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p50 time1,real,,,,,
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p30 time1,real,,,,,
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p20 time1,real,,,,,
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p10 time1,real,,,,,
va150,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
va150,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
va150,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p150 time1,real,,,,,
va100,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
va100,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
va100,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p100 time1,real,,,,,
va70,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
va70,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
va70,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p70 time1,real,,,,,
va50,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
va50,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
va50,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p50 time1,real,,,,,
va30,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
va30,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
va30,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p30 time1,real,,,,,
va20,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
va20,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
va20,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p20 time1,real,,,,,
va10,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
va10,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
va10,m s-1,Northward Wind,northward_wind,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p10 time1,real,,,,,
ta150,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
ta150,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
ta150,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p150 time1,real,,,,,
ta100,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
ta100,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
ta100,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p100 time1,real,,,,,
ta70,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
ta70,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
ta70,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p70 time1,real,,,,,
ta50,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
ta50,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
ta50,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p50 time1,real,,,,,
ta30,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
ta30,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
ta30,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p30 time1,real,,,,,
ta20,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
ta20,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
ta20,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p20 time1,real,,,,,
ta10,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
ta10,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
ta10,K,Air Temperature,air_temperature,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p10 time1,real,,,,,
hus150,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
hus150,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
hus150,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p150 time1,real,,,,,
hus100,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
hus100,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
hus100,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p100 time1,real,,,,,
hus70,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
hus70,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
hus70,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p70 time1,real,,,,,
hus50,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
hus50,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
hus50,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p50 time1,real,,,,,
hus30,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
hus30,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
hus30,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p30 time1,real,,,,,
hus20,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
hus20,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
hus20,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p20 time1,real,,,,,
hus10,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
hus10,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
hus10,1,Specific Humidity,specific_humidity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p10 time1,real,,,,,
zg150,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
zg150,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
zg150,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p150 time1,real,,,,,
zg100,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
zg100,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
zg100,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p100 time1,real,,,,,
zg70,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
zg70,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
zg70,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p70 time1,real,,,,,
zg50,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
zg50,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
zg50,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p50 time1,real,,,,,
zg30,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
zg30,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
zg30,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p30 time1,real,,,,,
zg20,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
zg20,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
zg20,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p20 time1,real,,,,,
zg10,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
zg10,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
zg10,m,Geopotential Height,geopotential_height,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p10 time1,real,,,,,
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p150 time,real,,,,,
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p150 time1,real,,,,,
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p100 time,real,,,,,
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p100 time1,real,,,,,
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p70 time,real,,,,,
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p70 time1,real,,,,,
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p50 time,real,,,,,
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p50 time1,real,,,,,
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p30 time,real,,,,,
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p30 time1,real,,,,,
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p20 time,real,,,,,
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p20 time1,real,,,,,
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude p10 time,real,,,,,
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p10 time1,real,,,,,
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p750 time1,real,,,,,
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p750 time1,real,,,,,
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,6hr,area: mean time: point,atmos,area: areacella,longitude latitude p750 time1,real,,,,,
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude p750 time,real,,,,,
