out_name,frequency,units,long_name,standard_name,cell_methods,priority,comment
od550dust,day,1,Dust Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550nh4,day,1,Ammonium Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550no3,day,1,Nitrate Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550oa,day,1,Organic Matter Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_organic_matter_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550so4,day,1,Sulfate Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550ss,day,1,Sea-Salt Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_sea-salt_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
ssa550aer,day,1,Aerosol Single Scattering Albedo at 550 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
toz,day,DU,Total Column Ozone,equivalent_thickness_at_stp_of_atmosphere_ozone_content,area mean time: point,CORE,
abs550aer,1h,1,Ambient Aerosol Absorption Optical Thickness at 550 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
asy550aer,1h,1,Aerosol Asymmetry Parameter at 550 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550aer,1h,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550bc,1h,1,Black Carbon Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550dust,1h,1,Dust Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550nh4,1h,1,Ammonium Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550no3,1h,1,Nitrate Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550oa,1h,1,Organic Matter Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_organic_matter_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550so4,1h,1,Sulfate Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
od550ss,1h,1,Sea-Salt Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_sea-salt_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
ssa550aer,1h,1,Aerosol Single Scattering Albedo at 550 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area mean time: point,CORE,1hr optional (considered for Tier1)
abs1000aer,mon,1,Ambient Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
abs350aer,mon,1,Ambient Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
abs440aer,mon,1,Ambient Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
abs870aer,mon,1,Ambient Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
asy1000aer,mon,1,Aerosol Asymmetry Parameter at 1000 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
asy350aer,mon,1,Aerosol Asymmetry Parameter at 350 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
asy440aer,mon,1,Aerosol Asymmetry Parameter at 440 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
asy870aer,mon,1,Aerosol Asymmetry Parameter at 870 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
drybc,mon,kg m-2 s-1,Dry Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
drydust,mon,kg m-2 s-1,Dry Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
drynh4,mon,kg m-2 s-1,Dry Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
dryno3,mon,kg m-2 s-1,Dry Deposition Rate of Nitrate,minus_tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
dryoa,mon,kg m-2 s-1,Dry Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_organic_matter_dry_aerosol_particles_due_to_dry_deposition,c,TIER1,
dryso4,mon,kg m-2 s-1,Dry Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
dryss,mon,kg m-2 s-1,Dry Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
emibc,mon,kg m-2 s-1,Total Emission Rate of Black Carbon,tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emidust,mon,kg m-2 s-1,Total Emission Rate of Dust,tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
eminh3,mon,kg m-2 s-1,Total Emission Rate of Ammonia,tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
eminox,mon,kg m-2 s-1,Total Emission Rate of NOx,tendency_of_atmosphere_mass_content_of_nox_expressed_as_nitrogen_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emioa,mon,kg m-2 s-1,Total Emission Rate of Organic Matter,tendency_of_atmosphere_mass_content_of_organic_matter_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emiso2,mon,kg m-2 s-1,Total Emission Rate of Sulfure Dioxide,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emiso4,mon,kg m-2 s-1,Total Emission Rate of Sulfate,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emiss,mon,kg m-2 s-1,Total Emission Rate of Sea-Salt,tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emivoc,mon,kg m-2 s-1,Total Emission Rate of NMVOC,tendency_of_atmosphere_mass_content_of_nmvoc_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
od1000aer,mon,1,Ambient Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
od350aer,mon,1,Ambient Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
od440aer,mon,1,Ambient Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
od550lt1aer,mon,1,Ambient Fine Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_pm1_ambient_aerosol_particles,area mean time: point,TIER 1,
od550soa,mon,1,Secondary Organic Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_secondary_organic_matter_ambient_aerosol_particles,area mean time: point,TIER 1,
od870aer,mon,1,Ambient Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
rsutaf,mon,W m-2,TOA Outgoing Aerosol-Free Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_no_aerosol,c,TIER 1,
rsutcsaf,mon,W m-2,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation",toa_outgoing_shortwave_flux_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rlutaf,mon,W m-2,TOA Outgoing Aerosol-Free Longwave Radiation,toa_outgoing_longwave_flux_assuming_no_aerosol,c,TIER 1,
rlutcsaf,mon,W m-2,"TOA Outgoing Clear-Sky, Aerosol-Free Longwave Radiation",toa_outgoing_longwave_flux_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rsdsaf,mon,W m-2,Surface Downwelling Aerosol-Free Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rsdscsaf,mon,W m-2,"Surface Downwelling Clear-Sky, Aerosol-Free Shortwave Radiation",surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rsusaf,mon,W m-2,Surface Upwelling Aerosol-Free Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rsuscsaf,mon,W m-2,"Surface Upwelling Clear-Sky, Aerosol-Free Shortwave Radiation",surface_upwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rldsaf,mon,W m-2,Surface Downwelling Aerosol-Free Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rldscsaf,mon,W m-2,"Surface Downwelling Clear-Sky, Aerosol-Free Longwave Radiation",surface_downwelling_longwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rlusaf,mon,W m-2,Surface Upwelling Aerosol-Free Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rluscsaf,mon,W m-2,"Surface Upwelling Clear-Sky, Aerosol-Free Longwave Radiation",surface_upwelling_longwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
sconcbc,mon,kg m-3,Surface Concentration of Black Carbon,mass_concentration_of_black_carbon_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcdust,mon,kg m-3,Surface Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcnh4,mon,kg m-3,Surface Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcno3,mon,kg m-3,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcoa,mon,kg m-3,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcso4,mon,kg m-3,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcsoa,mon,kg m-3,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_organic_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcss,mon,kg m-3,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sedbc,mon,kg m-2 s-1,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
seddust,mon,kg m-2 s-1,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
sednh4,mon,kg m-2 s-1,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
sedno3,mon,kg m-2 s-1,Sedimentation Rate of Nitrate,minus_tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
sedoa,mon,kg m-2 s-1,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_organic_matter_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
sedso4,mon,kg m-2 s-1,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
sedss,mon,kg m-2 s-1,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
ssa1000aer,mon,1,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
ssa350aer,mon,1,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
ssa440aer,mon,1,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
ssa870aer,mon,1,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
wetbc,mon,kg m-2 s-1,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
wetdust,mon,kg m-2 s-1,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
wetnh4,mon,kg m-2 s-1,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
wetno3,mon,kg m-2 s-1,Wet Deposition Rate of Nitrate,minus_tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
wetoa,mon,kg m-2 s-1,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_organic_matter_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
wetso4,mon,kg m-2 s-1,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
wetss,mon,kg m-2 s-1,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,c,TIER 1,
cdnc,mon,m-3,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550aer,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550bc,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550dust,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550nh4,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550no3,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550oa,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550so4,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
ext550ss,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550aer,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550bc,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550dust,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550nh4,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550no3,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550oa,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550so4,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
scat550ss,mon,m-1,,,area mean time: point,TIER 1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)"
abs1000aer,day,1,Ambient Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
abs350aer,day,1,Ambient Aerosol Absorption Optical Thickness at 350 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
abs440aer,day,1,Ambient Aerosol Absorption Optical Thickness at 440 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
abs870aer,day,1,Ambient Aerosol Absorption Optical Thickness at 870 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
asy1000aer,day,1,Aerosol Asymmetry Parameter at 1000 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
asy350aer,day,1,Aerosol Asymmetry Parameter at 350 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
asy440aer,day,1,Aerosol Asymmetry Parameter at 440 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
asy870aer,day,1,Aerosol Asymmetry Parameter at 870 nm,asymmetry_factor_of_ambient_aerosol_particles,area mean time: point,TIER 1,
drybc,day,kg m-2 s-1,Dry Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
drydust,day,kg m-2 s-1,Dry Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
drynh4,day,kg m-2 s-1,Dry Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
dryno3,day,kg m-2 s-1,Dry Deposition Rate of Nitrate,minus_tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
dryoa,day,kg m-2 s-1,Dry Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_organic_matter_dry_aerosol_particles_due_to_dry_deposition,c,TIER1,
dryso4,day,kg m-2 s-1,Dry Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
dryss,day,kg m-2 s-1,Dry Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,c,TIER 1,
emibc,day,kg m-2 s-1,Total Emission Rate of Black Carbon,tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emidust,day,kg m-2 s-1,Total Emission Rate of Dust,tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
eminh3,day,kg m-2 s-1,Total Emission Rate of Ammonia,tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
eminox,day,kg m-2 s-1,Total Emission Rate of NOx,tendency_of_atmosphere_mass_content_of_nox_expressed_as_nitrogen_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emioa,day,kg m-2 s-1,Total Emission Rate of Organic Matter,tendency_of_atmosphere_mass_content_of_organic_matter_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emiso2,day,kg m-2 s-1,Total Emission Rate of Sulfure Dioxide,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emiso4,day,kg m-2 s-1,Total Emission Rate of Sulfate,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emiss,day,kg m-2 s-1,Total Emission Rate of Sea-Salt,tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
emivoc,day,kg m-2 s-1,Total Emission Rate of NMVOC,tendency_of_atmosphere_mass_content_of_nmvoc_due_to_emission,c,TIER 1,daily output only if daily variations in emissions
od1000aer,day,1,Ambient Aerosol Optical Thickness at 1000nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
od350aer,day,1,Ambient Aerosol Optical Thickness at 350nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
od440aer,day,1,Ambient Aerosol Optical Thickness at 440nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
od550lt1aer,day,1,Ambient Fine Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_pm1_ambient_aerosol_particles,area mean time: point,TIER 1,
od550soa,day,1,Secondary Organic Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_secondary_organic_matter_ambient_aerosol_particles,area mean time: point,TIER 1,
od870aer,day,1,Ambient Aerosol Optical Thickness at 870nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area mean time: point,TIER 1,
rsutaf,day,W m-2,TOA Outgoing Aerosol-Free Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_no_aerosol,c,TIER 1,
rsutcsaf,day,W m-2,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation",toa_outgoing_shortwave_flux_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rlutaf,day,W m-2,TOA Outgoing Aerosol-Free Longwave Radiation,toa_outgoing_longwave_flux_assuming_no_aerosol,c,TIER 1,
rlutcsaf,day,W m-2,"TOA Outgoing Clear-Sky, Aerosol-Free Longwave Radiation",toa_outgoing_longwave_flux_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rsdsaf,day,W m-2,Surface Downwelling Aerosol-Free Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rsdscsaf,day,W m-2,"Surface Downwelling Clear-Sky, Aerosol-Free Shortwave Radiation",surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rsusaf,day,W m-2,Surface Upwelling Aerosol-Free Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rsuscsaf,day,W m-2,"Surface Upwelling Clear-Sky, Aerosol-Free Shortwave Radiation",surface_upwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rldsaf,day,W m-2,Surface Downwelling Aerosol-Free Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rldscsaf,day,W m-2,"Surface Downwelling Clear-Sky, Aerosol-Free Longwave Radiation",surface_downwelling_longwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
rlusaf,day,W m-2,Surface Upwelling Aerosol-Free Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_no_aerosol,c,TIER 1,
rluscsaf,day,W m-2,"Surface Upwelling Clear-Sky, Aerosol-Free Longwave Radiation",surface_upwelling_longwave_flux_in_air_assuming_clear_sky_and_no_aerosol,c,TIER 1,
sconcbc,day,kg m-3,Surface Concentration of Black Carbon,mass_concentration_of_black_carbon_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcdust,day,kg m-3,Surface Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcnh4,day,kg m-3,Surface Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcno3,day,kg m-3,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcoa,day,kg m-3,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcso4,day,kg m-3,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcsoa,day,kg m-3,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_organic_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sconcss,day,kg m-3,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,area mean time: point,TIER 1,
sedbc,day,kg m-2 s-1,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
seddust,day,kg m-2 s-1,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_sedimentation,c,TIER 1,only if sedimentation is applied for this aerosol
