out_name,frequency,units,long_name,standard_name,comment,cell_methods,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs,realm
ta1000,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
ta1000,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,,,,,,atmos
ta925,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
ta925,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
ta925,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,,,,,,atmos
ta850,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
ta850,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
ta850,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,,,,,,atmos
ta700,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
ta700,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
ta700,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,,atmos
ta600,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
ta600,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
ta600,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,,atmos
ta500,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
ta500,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
ta500,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,,atmos
ta400,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
ta400,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
ta400,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,,atmos
ta300,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
ta300,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
ta300,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,,atmos
ta250,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
ta250,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
ta250,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,,atmos
ta200,mon,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
ta200,day,K,Air Temperature,air_temperature,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
ta200,6hr,K,Air Temperature,air_temperature,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,,atmos
hus1000,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
hus1000,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
hus1000,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,,,,,,atmos
hus925,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
hus925,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
hus925,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,,,,,,atmos
hus850,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
hus850,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
hus850,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,,,,,,atmos
hus700,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
hus700,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
hus700,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,,atmos
hus600,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
hus600,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
hus600,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,,atmos
hus500,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
hus500,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
hus500,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,,atmos
hus400,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
hus400,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
hus400,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,,atmos
hus300,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
hus300,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
hus300,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,,atmos
hus250,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
hus250,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
hus250,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,,atmos
hus200,mon,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
hus200,day,1,Specific Humidity,specific_humidity,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
hus200,6hr,1,Specific Humidity,specific_humidity,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,,atmos
zg1000,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
zg1000,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,,atmos
zg1000,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,,,,,,atmos
zg925,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
zg925,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,,atmos
zg925,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,,,,,,atmos
zg850,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
zg850,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,,atmos
zg850,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,,,,,,atmos
zg700,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
zg700,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,,atmos
zg700,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,,atmos
zg600,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
zg600,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,,atmos
zg600,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,,atmos
zg500,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
zg500,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,,atmos
zg500,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,,atmos
zg400,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
zg400,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,,atmos
zg400,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,,atmos
zg300,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
zg300,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,,atmos
zg300,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,,atmos
zg250,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
zg250,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,,atmos
zg250,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,,atmos
zg200,mon,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
zg200,day,m,Geopotential Height,geopotential_height,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,,atmos
zg200,6hr,m,Geopotential Height,geopotential_height,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,,atmos
wa1000,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p1000,real,up,,,,,atmos
wa1000,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p1000,real,up,,,,,atmos
wa1000,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,up,,,,,atmos
wa925,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p925,real,up,,,,,atmos
wa925,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p925,real,up,,,,,atmos
wa925,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,up,,,,,atmos
wa850,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p850,real,up,,,,,atmos
wa850,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p850,real,up,,,,,atmos
wa850,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,up,,,,,atmos
wa700,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p700,real,up,,,,,atmos
wa700,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p700,real,up,,,,,atmos
wa700,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,up,,,,,atmos
wa600,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p600,real,up,,,,,atmos
wa600,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p600,real,up,,,,,atmos
wa600,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,up,,,,,atmos
wa500,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p500,real,up,,,,,atmos
wa500,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p500,real,up,,,,,atmos
wa500,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,up,,,,,atmos
wa400,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p400,real,up,,,,,atmos
wa400,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p400,real,up,,,,,atmos
wa400,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,up,,,,,atmos
wa300,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p300,real,up,,,,,atmos
wa300,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p300,real,up,,,,,atmos
wa300,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,up,,,,,atmos
wa250,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p250,real,up,,,,,atmos
wa250,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p250,real,up,,,,,atmos
wa250,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,up,,,,,atmos
wa200,mon,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p200,real,up,,,,,atmos
wa200,day,m s-1,Upward Air Velocity,upward_air_velocity,,area: time: mean,area: areacella,longitude latitude time p200,real,up,,,,,atmos
wa200,6hr,m s-1,Upward Air Velocity,upward_air_velocity,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,up,,,,,atmos
ua50m,mon,m s-1,Eastward Wind at 50m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ua50m,day,m s-1,Eastward Wind at 50m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ua50m,1hr,m s-1,Eastward Wind at 50m,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
ua100m,mon,m s-1,Eastward Wind at 100m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
ua100m,day,m s-1,Eastward Wind at 100m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
ua100m,1hr,m s-1,Eastward Wind at 100m,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height100m,real,,,,,,atmos
ua150m,mon,m s-1,Eastward Wind at 150m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
ua150m,day,m s-1,Eastward Wind at 150m,eastward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
ua150m,1hr,m s-1,Eastward Wind at 150m,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height150m,real,,,,,,atmos
va50m,mon,m s-1,Northward Wind at 50m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
va50m,day,m s-1,Northward Wind at 50m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
va50m,1hr,m s-1,Northward Wind at 50m,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
va100m,mon,m s-1,Northward Wind at 100m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
va100m,day,m s-1,Northward Wind at 100m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,,atmos
va100m,1hr,m s-1,Northward Wind at 100m,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height100m,real,,,,,,atmos
va150m,mon,m s-1,Northward Wind at 150m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
va150m,day,m s-1,Northward Wind at 150m,northward_wind,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,,atmos
va150m,1hr,m s-1,Northward Wind at 150m,northward_wind,,area: mean time: point,area: areacella,longitude latitude time1 height150m,real,,,,,,atmos
ta50m,mon,K,Air Temperature at 50m,air_temperature,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ta50m,day,K,Air Temperature at 50m,air_temperature,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
ta50m,1hr,K,Air Temperature at 50m,air_temperature,requested for urban modeling,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
hus50m,mon,1,Specific Humidity at 50m,specific_humidity,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
hus50m,day,1,Specific Humidity at 50m,specific_humidity,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,,atmos
hus50m,1hr,1,Specific Humidity at 50m,specific_humidity,requested for urban modeling,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,,atmos
evspsblpot,mon,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
evspsblpot,day,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
evspsblpot,1hr,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
wsgsmax,mon,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time height10m,real,,,,,,atmos
wsgsmax,day,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,,area: mean time: maximum,area: areacella,longitude latitude time height10m,real,,,,,,atmos
clh,mon,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,above 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clh,day,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,above 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clh,6hr,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,above 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clm,mon,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,between 680 and 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clm,day,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,between 680 and 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
clm,6hr,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,between 680 and 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cll,mon,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,below 680 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cll,day,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,below 680 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cll,6hr,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,below 680 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
rsdscs,mon,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rsdscs,day,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rsdscs,6hr,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rldscs,mon,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rldscs,day,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rldscs,6hr,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,,atmos
rsuscs,mon,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsuscs,day,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsuscs,6hr,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rluscs,mon,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rluscs,day,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rluscs,6hr,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsutcs,mon,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsutcs,day,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rsutcs,6hr,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rlutcs,mon,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rlutcs,day,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
rlutcs,6hr,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,,atmos
z0,mon,m,Surface Roughness Length,surface_roughness_length,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
z0,day,m,Surface Roughness Length,surface_roughness_length,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cape,mon,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cape,day,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cape,1hr,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,,atmos
li,mon,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
li,day,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
li,1hr,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,,atmos
cin,mon,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cin,day,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
cin,1hr,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,,atmos
capemax,mon,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,,atmos
capemax,day,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,,atmos
limax,mon,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,,atmos
limax,day,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,,atmos
cinmax,mon,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,,atmos
cinmax,day,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,,atmos
od550aer,mon,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,"long_name fixed, 2022.09.22  https://github.com/WCRP-CORDEX/cordex-cmip6-data-request/issues/6",area: time: mean,area: areacella,longitude latitude time,real,,,,,,atmos
ua150,mon,m s-1,Eastward Wind,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,,atmos
ua150,day,m s-1,Eastward Wind,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,,atmos
ua150,6hr,m s-1,Eastward Wind,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p150,real,,,,,,atmos
ua100,mon,m s-1,Eastward Wind,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,,atmos
ua100,day,m s-1,Eastward Wind,eastward_wind,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,,atmos
ua100,6hr,m s-1,Eastward Wind,eastward_wind,,area: mean time: point,area: areacella,longitude latitude time1 p100,real,,,,,,atmos
